provider_match_id,source_market,source_url,competition,season,kickoff_time_utc,home_team_name,away_team_name,ft_home_goals,ft_away_goals,handicap_open_line,handicap_close_line,odds_home_open,odds_away_open,odds_home_close,odds_away_close,handicap_side
E0_2324_0077,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-08 14:00:00+00:00,West Ham,Newcastle,2,2,0.25,0.25,2.06,1.84,2.06,1.84,home
E0_2324_0078,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-08 14:00:00+00:00,Wolves,Aston Villa,1,1,0.25,0.25,2.04,1.86,2.04,1.86,home
E0_2324_0079,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-08 16:30:00+00:00,Arsenal,Man City,1,0,0.25,0.25,1.79,2.11,1.79,2.11,home
E0_2324_0080,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 12:30:00+00:00,Liverpool,Everton,2,0,-1.5,-1.5,2.0,1.93,2.0,1.93,home
E0_2324_0081,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 15:00:00+00:00,Bournemouth,Wolves,1,2,-0.25,-0.25,2.1,1.83,2.1,1.83,home
E0_2324_0082,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 15:00:00+00:00,Brentford,Burnley,3,0,-0.5,-0.5,1.86,2.07,1.86,2.07,home
E0_2324_0083,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 15:00:00+00:00,Man City,Brighton,2,1,-1.25,-1.25,1.87,2.06,1.87,2.06,home
E0_2324_0084,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 15:00:00+00:00,Newcastle,Crystal Palace,4,0,-1.25,-1.25,2.06,1.87,2.06,1.87,home
E0_2324_0085,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 15:00:00+00:00,Nott'm Forest,Luton,2,2,-0.75,-0.75,1.94,1.99,1.94,1.99,home
E0_2324_0086,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 17:30:00+00:00,Chelsea,Arsenal,2,2,0.25,0.25,1.96,1.97,1.96,1.97,home
E0_2324_0087,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-21 20:00:00+00:00,Sheffield United,Man United,1,2,1.25,1.25,2.02,1.91,2.02,1.91,home
E0_2324_0088,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-22 16:30:00+00:00,Aston Villa,West Ham,4,1,-0.5,-0.5,1.91,2.02,1.91,2.02,home
E0_2324_0089,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-23 20:00:00+00:00,Tottenham,Fulham,2,0,-1.0,-1.0,1.83,2.1,1.83,2.1,home
E0_2324_0090,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-27 20:00:00+00:00,Crystal Palace,Tottenham,1,2,0.75,0.75,1.89,2.04,1.89,2.04,home
E0_2324_0091,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-28 12:30:00+00:00,Chelsea,Brentford,0,2,-0.75,-0.75,1.86,2.07,1.86,2.07,home
E0_2324_0092,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-28 15:00:00+00:00,Arsenal,Sheffield United,5,0,-2.5,-2.5,2.03,1.78,2.03,1.78,home
E0_2324_0093,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-28 15:00:00+00:00,Bournemouth,Burnley,2,1,-0.25,-0.25,1.87,2.06,1.87,2.06,home
E0_2324_0094,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-28 17:30:00+00:00,Wolves,Newcastle,2,2,0.75,0.75,1.87,2.06,1.87,2.06,home
E0_2324_0095,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-29 13:00:00+00:00,West Ham,Everton,0,1,-0.25,-0.25,1.9,2.03,1.9,2.03,home
E0_2324_0096,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-29 14:00:00+00:00,Aston Villa,Luton,3,1,-1.75,-1.75,2.0,1.93,2.0,1.93,home
E0_2324_0097,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-29 14:00:00+00:00,Brighton,Fulham,1,1,-1.0,-1.0,1.95,1.98,1.95,1.98,home
E0_2324_0098,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-29 14:00:00+00:00,Liverpool,Nott'm Forest,3,0,-1.75,-1.75,1.97,1.96,1.97,1.96,home
E0_2324_0099,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-10-29 15:30:00+00:00,Man United,Man City,0,3,0.75,0.75,2.06,1.87,2.06,1.87,home
E0_2324_0100,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-04 12:30:00+00:00,Fulham,Man United,0,1,0.25,0.25,1.99,1.94,1.99,1.94,home
E0_2324_0101,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-04 15:00:00+00:00,Brentford,West Ham,3,2,-0.25,-0.25,1.75,2.05,1.75,2.05,home
E0_2324_0102,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-04 15:00:00+00:00,Burnley,Crystal Palace,0,2,0.0,0.0,2.05,1.88,2.05,1.88,home
E0_2324_0103,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-04 15:00:00+00:00,Everton,Brighton,1,1,0.25,0.25,1.96,1.97,1.96,1.97,home
E0_2324_0104,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-04 15:00:00+00:00,Man City,Bournemouth,6,1,-2.5,-2.5,1.89,2.04,1.89,2.04,home
E0_2324_0105,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-04 15:00:00+00:00,Sheffield United,Wolves,2,1,0.5,0.5,1.93,2.0,1.93,2.0,home
E0_2324_0106,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-04 17:30:00+00:00,Newcastle,Arsenal,1,0,0.0,0.0,2.06,1.87,2.06,1.87,home
E0_2324_0107,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-05 14:00:00+00:00,Nott'm Forest,Aston Villa,2,0,0.5,0.5,2.04,1.89,2.04,1.89,home
E0_2324_0108,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-05 16:30:00+00:00,Luton,Liverpool,1,1,1.75,1.75,2.08,1.85,2.08,1.85,home
E0_2324_0109,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-06 20:00:00+00:00,Tottenham,Chelsea,1,4,-0.25,-0.25,1.88,2.05,1.88,2.05,home
E0_2324_0110,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-11 12:30:00+00:00,Wolves,Tottenham,2,1,0.25,0.25,1.94,1.96,1.94,1.96,home
E0_2324_0111,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-11 15:00:00+00:00,Arsenal,Burnley,3,1,-2.0,-2.0,1.99,1.91,1.99,1.91,home
E0_2324_0112,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-11 15:00:00+00:00,Crystal Palace,Everton,2,3,-0.25,-0.25,2.1,1.8,2.1,1.8,home
E0_2324_0113,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-11 15:00:00+00:00,Man United,Luton,1,0,-1.5,-1.5,1.93,1.97,1.93,1.97,home
E0_2324_0114,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-11 17:30:00+00:00,Bournemouth,Newcastle,2,0,0.75,0.75,1.94,1.96,1.94,1.96,home
E0_2324_0115,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-12 14:00:00+00:00,Aston Villa,Fulham,3,1,-1.0,-1.0,2.02,1.88,2.02,1.88,home
E0_2324_0116,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-12 14:00:00+00:00,Brighton,Sheffield United,1,1,-1.75,-1.75,1.88,2.02,1.88,2.02,home
E0_2324_0117,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-12 14:00:00+00:00,Liverpool,Brentford,3,0,-1.25,-1.25,1.89,2.01,1.89,2.01,home
E0_2324_0118,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-12 14:00:00+00:00,West Ham,Nott'm Forest,3,2,-0.5,-0.5,1.89,2.01,1.89,2.01,home
E0_2324_0119,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-12 16:30:00+00:00,Chelsea,Man City,4,4,0.75,0.75,1.94,1.96,1.94,1.96,home
E0_2324_0120,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-25 12:30:00+00:00,Man City,Liverpool,1,1,-0.75,-0.75,1.97,1.96,1.97,1.96,home
E0_2324_0121,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-25 15:00:00+00:00,Burnley,West Ham,1,2,0.25,0.25,2.08,1.85,2.08,1.85,home
E0_2324_0122,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-25 15:00:00+00:00,Luton,Crystal Palace,2,1,0.25,0.25,2.1,1.83,2.1,1.83,home
E0_2324_0123,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-25 15:00:00+00:00,Newcastle,Chelsea,4,1,0.0,0.0,1.93,2.0,1.93,2.0,home
E0_2324_0124,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-25 15:00:00+00:00,Nott'm Forest,Brighton,2,3,0.25,0.25,2.0,1.93,2.0,1.93,home
E0_2324_0125,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-25 15:00:00+00:00,Sheffield United,Bournemouth,1,3,0.25,0.25,1.99,1.94,1.99,1.94,home
E0_2324_0126,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-25 17:30:00+00:00,Brentford,Arsenal,0,1,0.75,0.75,1.91,2.02,1.91,2.02,home
E0_2324_0127,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-26 14:00:00+00:00,Tottenham,Aston Villa,1,2,-0.25,-0.25,2.09,1.84,2.09,1.84,home
E0_2324_0128,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-26 16:30:00+00:00,Everton,Man United,0,3,0.0,0.0,2.03,1.9,2.03,1.9,home
E0_2324_0129,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-11-27 20:00:00+00:00,Fulham,Wolves,3,2,-0.25,-0.25,2.1,1.83,2.1,1.83,home
E0_2324_0130,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-02 15:00:00+00:00,Arsenal,Wolves,2,1,-1.5,-1.5,1.83,2.1,1.83,2.1,home
E0_2324_0131,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-02 15:00:00+00:00,Brentford,Luton,3,1,-1.25,-1.25,2.04,1.89,2.04,1.89,home
E0_2324_0132,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-02 15:00:00+00:00,Burnley,Sheffield United,5,0,-0.75,-0.75,2.03,1.78,2.03,1.78,home
E0_2324_0133,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-02 17:30:00+00:00,Nott'm Forest,Everton,0,1,0.0,0.0,2.05,1.88,2.05,1.88,home
E0_2324_0134,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-02 20:00:00+00:00,Newcastle,Man United,1,0,-0.5,-0.5,1.95,1.98,1.95,1.98,home
E0_2324_0135,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-03 14:00:00+00:00,Bournemouth,Aston Villa,2,2,0.5,0.5,1.95,1.98,1.95,1.98,home
E0_2324_0136,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-03 14:00:00+00:00,Chelsea,Brighton,3,2,-0.75,-0.75,1.98,1.95,1.98,1.95,home
E0_2324_0137,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-03 14:00:00+00:00,Liverpool,Fulham,4,3,-1.75,-1.75,1.95,1.98,1.95,1.98,home
E0_2324_0138,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-03 14:00:00+00:00,West Ham,Crystal Palace,1,1,-0.5,-0.5,2.04,1.89,2.04,1.89,home
E0_2324_0139,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-03 16:30:00+00:00,Man City,Tottenham,3,3,-1.75,-1.75,1.99,1.94,1.99,1.94,home
E0_2324_0140,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-05 19:30:00+00:00,Wolves,Burnley,1,0,-0.5,-0.5,1.9,2.0,1.9,2.0,home
E0_2324_0141,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-05 20:15:00+00:00,Luton,Arsenal,3,4,1.75,1.75,2.01,1.92,2.01,1.92,home
E0_2324_0142,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-06 19:30:00+00:00,Brighton,Brentford,2,1,-0.5,-0.5,1.93,1.97,1.93,1.97,home
E0_2324_0143,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-06 19:30:00+00:00,Crystal Palace,Bournemouth,0,2,-0.25,-0.25,1.98,1.92,1.98,1.92,home
E0_2324_0144,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-06 19:30:00+00:00,Fulham,Nott'm Forest,5,0,-0.5,-0.5,2.05,1.85,2.05,1.85,home
E0_2324_0145,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-06 19:30:00+00:00,Sheffield United,Liverpool,0,2,2.0,2.0,2.02,1.88,2.02,1.88,home
E0_2324_0146,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-06 20:15:00+00:00,Aston Villa,Man City,1,0,0.75,0.75,1.98,1.92,1.98,1.92,home
E0_2324_0147,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-06 20:15:00+00:00,Man United,Chelsea,2,1,0.25,0.25,1.79,2.11,1.79,2.11,home
E0_2324_0148,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-07 19:30:00+00:00,Everton,Newcastle,3,0,0.25,0.25,1.9,2.0,1.9,2.0,home
E0_2324_0149,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-07 20:15:00+00:00,Tottenham,West Ham,1,2,-0.75,-0.75,2.0,1.9,2.0,1.9,home
E0_2324_0150,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-09 12:30:00+00:00,Crystal Palace,Liverpool,1,2,1.0,1.0,2.06,1.84,2.06,1.84,home
E0_2324_0151,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-09 15:00:00+00:00,Brighton,Burnley,1,1,-1.0,-1.0,1.75,2.05,1.75,2.05,home
E0_2324_0152,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-09 15:00:00+00:00,Man United,Bournemouth,0,3,-1.0,-1.0,1.91,1.99,1.91,1.99,home
E0_2324_0153,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-09 15:00:00+00:00,Sheffield United,Brentford,1,0,0.75,0.75,1.83,2.07,1.83,2.07,home
E0_2324_0154,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-09 15:00:00+00:00,Wolves,Nott'm Forest,1,1,-0.5,-0.5,1.89,2.01,1.89,2.01,home
E0_2324_0155,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-09 17:30:00+00:00,Aston Villa,Arsenal,1,0,0.25,0.25,2.05,1.85,2.05,1.85,home
E0_2324_0156,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-10 14:00:00+00:00,Everton,Chelsea,2,0,0.25,0.25,1.87,2.03,1.87,2.03,home
E0_2324_0157,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-10 14:00:00+00:00,Fulham,West Ham,5,0,-0.25,-0.25,2.08,1.82,2.08,1.82,home
E0_2324_0158,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-10 14:00:00+00:00,Luton,Man City,1,2,2.25,2.25,1.95,1.95,1.95,1.95,home
E0_2324_0159,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-10 16:30:00+00:00,Tottenham,Newcastle,4,1,-0.25,-0.25,1.95,1.95,1.95,1.95,home
E0_2324_0160,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-15 20:00:00+00:00,Nott'm Forest,Tottenham,0,2,0.75,0.75,1.94,1.99,1.94,1.99,home
E0_2324_0161,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-16 15:00:00+00:00,Chelsea,Sheffield United,2,0,-1.75,-1.75,1.93,2.0,1.93,2.0,home
E0_2324_0162,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-16 15:00:00+00:00,Man City,Crystal Palace,2,2,-2.0,-2.0,1.91,2.02,1.91,2.02,home
E0_2324_0163,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-16 15:00:00+00:00,Newcastle,Fulham,3,0,-0.5,-0.5,1.88,2.05,1.88,2.05,home
E0_2324_0164,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-16 17:30:00+00:00,Burnley,Everton,0,2,0.25,0.25,2.07,1.86,2.07,1.86,home
E0_2324_0165,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-17 14:00:00+00:00,Arsenal,Brighton,2,0,-1.25,-1.25,2.08,1.85,2.08,1.85,home
E0_2324_0166,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-17 14:00:00+00:00,Brentford,Aston Villa,1,2,0.25,0.25,2.0,1.93,2.0,1.93,home
E0_2324_0167,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-17 14:00:00+00:00,West Ham,Wolves,3,0,-0.25,-0.25,1.88,2.05,1.88,2.05,home
E0_2324_0168,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-17 16:30:00+00:00,Liverpool,Man United,0,0,-1.5,-1.5,1.8,2.0,1.8,2.0,home
E0_2324_0169,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-21 20:00:00+00:00,Crystal Palace,Brighton,1,1,0.25,0.25,1.98,1.92,1.98,1.92,home
E0_2324_0170,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-22 20:00:00+00:00,Aston Villa,Sheffield United,1,1,-1.75,-1.75,1.88,2.02,1.88,2.02,home
E0_2324_0171,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-23 12:30:00+00:00,West Ham,Man United,2,0,0.0,0.0,1.97,1.93,1.97,1.93,home
E0_2324_0172,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-23 15:00:00+00:00,Fulham,Burnley,0,2,-0.75,-0.75,1.9,2.0,1.9,2.0,home
E0_2324_0173,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-23 15:00:00+00:00,Luton,Newcastle,1,0,0.75,0.75,2.07,1.83,2.07,1.83,home
E0_2324_0174,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-23 15:00:00+00:00,Nott'm Forest,Bournemouth,2,3,0.0,0.0,2.02,1.88,2.02,1.88,home
E0_2324_0175,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-23 15:00:00+00:00,Tottenham,Everton,2,1,-0.75,-0.75,2.01,1.89,2.01,1.89,home
E0_2324_0176,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-23 17:30:00+00:00,Liverpool,Arsenal,1,1,-0.25,-0.25,2.1,1.8,2.1,1.8,home
E0_2324_0177,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-24 13:00:00+00:00,Wolves,Chelsea,2,1,0.5,0.5,1.91,1.99,1.91,1.99,home
E0_2324_0178,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-26 12:30:00+00:00,Newcastle,Nott'm Forest,1,3,-1.0,-1.0,1.88,2.02,1.88,2.02,home
E0_2324_0179,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-26 15:00:00+00:00,Bournemouth,Fulham,3,0,-0.25,-0.25,1.95,1.95,1.95,1.95,home
E0_2324_0180,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-26 15:00:00+00:00,Sheffield United,Luton,2,3,-0.25,-0.25,2.09,1.81,2.09,1.81,home
E0_2324_0181,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-26 17:30:00+00:00,Burnley,Liverpool,0,2,1.5,1.5,1.78,2.03,1.78,2.03,home
E0_2324_0182,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-26 20:00:00+00:00,Man United,Aston Villa,3,2,0.0,0.0,1.95,1.95,1.95,1.95,home
E0_2324_0183,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-27 19:30:00+00:00,Brentford,Wolves,1,4,-0.5,-0.5,1.98,1.92,1.98,1.92,home
E0_2324_0184,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-27 19:30:00+00:00,Chelsea,Crystal Palace,2,1,-0.75,-0.75,1.86,2.04,1.86,2.04,home
E0_2324_0185,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-27 20:15:00+00:00,Everton,Man City,1,3,1.0,1.0,1.89,2.01,1.89,2.01,home
E0_2324_0186,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-28 19:30:00+00:00,Brighton,Tottenham,4,2,0.0,0.0,1.95,1.95,1.95,1.95,home
E0_2324_0187,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-28 20:15:00+00:00,Arsenal,West Ham,0,2,-1.5,-1.5,2.03,1.87,2.03,1.87,home
E0_2324_0188,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-30 12:30:00+00:00,Luton,Chelsea,2,3,1.0,1.0,2.03,1.87,2.03,1.87,home
E0_2324_0189,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-30 15:00:00+00:00,Aston Villa,Burnley,3,2,-1.5,-1.5,2.06,1.84,2.06,1.84,home
E0_2324_0190,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-30 15:00:00+00:00,Crystal Palace,Brentford,3,1,-0.25,-0.25,1.9,2.0,1.9,2.0,home
E0_2324_0191,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-30 15:00:00+00:00,Man City,Sheffield United,2,0,-2.75,-2.75,2.01,1.89,2.01,1.89,home
E0_2324_0192,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-30 15:00:00+00:00,Wolves,Everton,3,0,0.0,0.0,1.91,1.99,1.91,1.99,home
E0_2324_0193,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-30 17:30:00+00:00,Nott'm Forest,Man United,2,1,0.25,0.25,2.01,1.89,2.01,1.89,home
E0_2324_0194,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-31 14:00:00+00:00,Fulham,Arsenal,2,1,1.0,1.0,1.91,1.99,1.91,1.99,home
E0_2324_0195,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2023-12-31 14:00:00+00:00,Tottenham,Bournemouth,3,1,-0.75,-0.75,2.0,1.9,2.0,1.9,home
E0_2324_0196,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2024-01-01 20:00:00+00:00,Liverpool,Newcastle,4,2,-1.25,-1.25,1.99,1.91,1.99,1.91,home
E0_2324_0197,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2024-01-02 19:30:00+00:00,West Ham,Brighton,0,0,0.0,0.0,1.85,2.05,1.85,2.05,home
E0_2324_0198,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2024-01-12 19:45:00+00:00,Burnley,Luton,1,1,-0.5,-0.5,2.06,1.84,2.06,1.84,home
E0_2324_0199,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2024-01-13 12:30:00+00:00,Chelsea,Fulham,1,0,-1.0,-1.0,2.08,1.82,2.08,1.82,home
E0_2324_0200,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2024-01-13 17:30:00+00:00,Newcastle,Man City,2,3,1.0,1.0,1.92,1.98,1.92,1.98,home
E0_2324_0201,NON_HKJC,https://www.football-data.co.uk/mmz4281/2324/E0.csv,E0,2324,2024-01-14 14:00:00+00:00,Everton,Aston Villa,0,0,0.25,0.25,1.73,2.08,1.73,2.08,home
