total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,clv_observations,clv_observation_rate,clv_data_warning,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses
133,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 10000.0, ""peak_bankroll"": 10000.0, ""min_bankroll"": 10000.0}",,0.0,0.0,,,,,,0,0.0,,,,"[""HKJC""]",,,False,0,0
