total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,3,1,0,0,1,1,0.3333333333333333,0.2843137254901961,300.9,386.45,85.55000000000001,0.004977308602999282,"{'initial_bankroll': 10000.0, 'ending_bankroll': 10085.55, 'peak_bankroll': 10136.0, 'min_bankroll': 10046.0}",0.2549435979768702,0.7074484286725536,['NON_HKJC'],Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
