total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,clv_observations,clv_observation_rate,clv_data_warning,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses,flip_hkjc_side_enabled
368,6,2,3,0,1,0,0.3333333333333333,-0.11870536358584842,599.903682267333,528.6918975473,-71.21178472003305,0.011667507935500039,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 9928.788215279967, ""peak_bankroll"": 10046.0, ""min_bankroll"": 9928.788215279967}",8.720648826771447e-53,309.3455883901355,51.55759806502258,0.0,0.0,0.0,0.0,-0.2,6,1.0,CLV weak signal: entry and closing prices are effectively identical across observed bets. Verify HKJC historical open/close capture pipeline.,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,True,92,0,False
