total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,2,1,0,0,1,0,0.5,0.68,400.0,672.0,272.0,0.0,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 10272.0, ""peak_bankroll"": 10272.0, ""min_bankroll"": 10092.0}",9.729269079593022e-30,216.43541739299812,108.21770869649906,0.0,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
