total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,clv_observations,clv_observation_rate,clv_data_warning,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses,flip_hkjc_side_enabled
368,3,1,0,0,1,1,0.3333333333333333,0.28143544799427356,607.31312,778.23256,170.91944,0.00999999999999994,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 10170.91944, ""peak_bankroll"": 10273.655999999999, ""min_bankroll"": 10092.0}",3.819731107975216e-33,377.8631983642616,125.95439945475387,0.0,0.0,0.0,0.0,-0.2,3,1.0,CLV weak signal: entry and closing prices are effectively identical across observed bets. Verify HKJC historical open/close capture pipeline.,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,False,0,0,False
