provider_match_id,kickoff_time_utc,competition,source_market,model_name,model_approach,side,handicap_line,odds,entry_odds,closing_odds,model_probability,implied_probability,entry_implied_probability,entry_implied_prob,implied_probability_closing,closing_implied_probability,closing_implied_prob,edge,clv_implied_edge,clv_pct,confidence_score,stake,stake_policy,stake_reason,raw_kelly_fraction,applied_stake_fraction,bankroll_before,bankroll_after,drawdown_after,expected_value,expected_roi,outcome,pnl,roi,total_return,components_json
E0_2324_0015,2023-08-19 20:00:00+00:00,E0,NON_HKJC,logistic_regression,direct_cover,home,-0.75,1.92,1.92,1.92,0.7869788051203098,0.5076923076923077,0.5076923076923077,0.5076923076923077,0.5076923076923077,0.5076923076923077,0.5076923076923077,0.27928649742800216,0.0,0.0,0.5739576102406196,100.0,flat,flat_stake,0.01,0.01,10000.0,10046.0,0.0,51.09993058309948,0.5109993058309947,half-win,46.0,0.46,146.0,"[{""line"": -1.0, ""stake"": 50.0, ""outcome"": ""push"", ""pnl"": 0.0, ""total_return"": 50.0}, {""line"": -0.5, ""stake"": 50.0, ""outcome"": ""win"", ""pnl"": 46.0, ""total_return"": 96.0}]"
E0_2324_0032,2023-09-02 15:00:00+00:00,E0,NON_HKJC,logistic_regression,direct_cover,away,0.5,1.9,1.9,1.9,0.8269356742810504,0.5165394402035622,0.5165394402035622,0.5165394402035622,0.5165394402035622,0.5165394402035622,0.5165394402035622,0.3103962340774882,0.0,0.0,0.6538713485621008,100.0,flat,flat_stake,0.009954210631096954,0.009954210631096954,10046.0,10136.0,0.0,57.11777811339958,0.5711777811339958,win,90.0,0.9,190.0,"[{""line"": 0.5, ""stake"": 100.0, ""outcome"": ""win"", ""pnl"": 90.0, ""total_return"": 190.0}]"
