provider_match_id,kickoff_time_utc,competition,source_market,model_name,model_approach,side,handicap_line,odds,model_probability,implied_probability,edge,confidence_score,stake,stake_policy,stake_reason,raw_kelly_fraction,applied_stake_fraction,bankroll_before,bankroll_after,drawdown_after,outcome,pnl,roi,total_return,components_json
E0_2324_0015,2023-08-19 20:00:00+00:00,E0,NON_HKJC,logistic_regression,direct_cover,home,-0.75,1.92,0.7869788051203098,0.5076923076923077,0.27928649742800216,0.5739576102406196,100.0,fractional_kelly,fractional_kelly+max_stake_cap,0.5554340280771684,0.01,10000.0,10046.0,0.0,half-win,46.0,0.46,146.0,"[{""line"": -1.0, ""stake"": 50.0, ""outcome"": ""push"", ""pnl"": 0.0, ""total_return"": 50.0}, {""line"": -0.5, ""stake"": 50.0, ""outcome"": ""win"", ""pnl"": 46.0, ""total_return"": 96.0}]"
E0_2324_0032,2023-09-02 15:00:00+00:00,E0,NON_HKJC,logistic_regression,direct_cover,away,0.5,1.9,0.8269356742810504,0.5165394402035622,0.3103962340774882,0.6538713485621008,100.0,fractional_kelly,fractional_kelly+max_stake_cap,0.6346419790377731,0.01,10000.0,10090.0,0.0,win,90.0,0.9,190.0,"[{""line"": 0.5, ""stake"": 100.0, ""outcome"": ""win"", ""pnl"": 90.0, ""total_return"": 190.0}]"
E0_2324_0033,2023-09-02 15:00:00+00:00,E0,NON_HKJC,logistic_regression,direct_cover,away,-1.25,2.07,0.8601567858617327,0.4732824427480916,0.3868743431136411,0.7203135717234654,100.9,fractional_kelly,fractional_kelly+max_stake_cap,0.7294621932091464,0.01,10090.0,10039.55,0.005000000000000072,half-lose,-50.45,-0.5,50.45,"[{""line"": -1.5, ""stake"": 50.45, ""outcome"": ""lose"", ""pnl"": -50.45, ""total_return"": 0.0}, {""line"": -1.0, ""stake"": 50.45, ""outcome"": ""push"", ""pnl"": 0.0, ""total_return"": 50.45}]"
E0_2324_0053,2023-09-23 20:00:00+00:00,E0,NON_HKJC,logistic_regression,direct_cover,away,0.75,1.95,0.760242264743917,0.5,0.260242264743917,0.520484529487834,100.0,fractional_kelly,fractional_kelly+max_stake_cap,0.5078657013164611,0.01,10000.0,10095.0,0.0,win,95.0,0.95,195.0,"[{""line"": 0.5, ""stake"": 50.0, ""outcome"": ""win"", ""pnl"": 47.5, ""total_return"": 97.5}, {""line"": 1.0, ""stake"": 50.0, ""outcome"": ""win"", ""pnl"": 47.5, ""total_return"": 97.5}]"
E0_2324_0120,2023-11-25 12:30:00+00:00,E0,NON_HKJC,logistic_regression,direct_cover,home,-0.75,1.97,0.7682373728845052,0.4987277353689566,0.26950963751554863,0.5364747457690104,100.0,fractional_kelly,fractional_kelly+max_stake_cap,0.5293068294664693,0.01,10000.0,9900.0,0.01,lose,-100.0,-1.0,0.0,"[{""line"": -1.0, ""stake"": 50.0, ""outcome"": ""lose"", ""pnl"": -50.0, ""total_return"": 0.0}, {""line"": -0.5, ""stake"": 50.0, ""outcome"": ""lose"", ""pnl"": -50.0, ""total_return"": 0.0}]"
