total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,3,1,1,0,0,1,0.3333333333333333,-0.20194626205834476,301.2955,240.45,-60.845500000000015,0.014949999999999946,"{'initial_bankroll': 10000.0, 'ending_bankroll': 9939.1545, 'peak_bankroll': 10090.0, 'min_bankroll': 9939.1545}",0.2549435979768702,0.7074484286725536,['NON_HKJC'],Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
