total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses
368,145,52,63,8,14,8,0.3586206896551724,-0.06417685566403092,13218.18198260404,12369.880625365566,-848.3013572384734,0.10905440973823716,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 9151.698642761527, ""peak_bankroll"": 9900.0, ""min_bankroll"": 8820.361343591452}",2.987329190648725e-19,2544.8878828381876,17.55095091612543,0.0,0.0,0.0,0.0,-0.2,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,True,92,0
