total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning
12,7,6,0,0,1,0,0.8571428571428571,0.7757142857142857,700.0,1243.0,543.0,0.0,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 10543.0, ""peak_bankroll"": 10543.0, ""min_bankroll"": 10085.0}",1.9498933200797697e-61,364.6641254732573,52.094875067608186,0.0,0.0,0.0,0.0,-0.2,0.15263108890597746,0.479455473951292,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,MVP validation threshold not met: fewer than 100 matches evaluated. This is below the minimum MVP threshold and far below robustness evidence.
