total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,5,2,1,0,1,1,0.4,0.15962534874451967,1003.6,1163.8,160.19999999999993,0.019304646628443466,"{'initial_bankroll': 10000.0, 'ending_bankroll': 10160.2, 'peak_bankroll': 10360.2, 'min_bankroll': 10092.0}",0.2549435979768702,0.7074484286725536,['NON_HKJC'],Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
