total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses
368,5,1,2,0,1,1,0.2,-0.22778377945824832,499.86,386.0,-113.86000000000001,0.02465074980268356,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 9886.14, ""peak_bankroll"": 10136.0, ""min_bankroll"": 9886.14}",4.84551479265688e-60,289.8380992787578,57.96761985575156,0.0,0.0,0.0,0.0,-0.2,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,True,92,0
