total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,5,2,1,0,1,1,0.4,0.16081054102615308,500.9,581.45,80.55000000000007,0.009822652017818291,"{'initial_bankroll': 10000.0, 'ending_bankroll': 10080.55, 'peak_bankroll': 10180.55, 'min_bankroll': 10046.0}",0.2549435979768702,0.7074484286725536,['NON_HKJC'],Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
