total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses
368,5,1,3,0,1,0,0.2,-0.32097761518455187,497.77247003700006,337.9986497,-159.77382033700007,0.020483159500000087,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 9840.226179663, ""peak_bankroll"": 10046.0, ""min_bankroll"": 9840.226179663}",5.2712075562793597e-51,251.1839268189708,50.23678536379416,0.0,0.0,0.0,0.0,-0.2,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,True,92,0
