total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning
12,3,3,0,0,0,0,1.0,0.8166666666666667,600.0,1090.0,490.0,0.0,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 10490.0, ""peak_bankroll"": 10490.0, ""min_bankroll"": 10156.0}",8.906442353719914e-36,336.81564442606833,112.27188147535611,0.0,0.0,0.0,0.0,-0.2,0.1408527815603569,0.44845824888550334,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,MVP validation threshold not met: fewer than 100 matches evaluated. This is below the minimum MVP threshold and far below robustness evidence.
