total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses
368,4,1,1,0,1,1,0.25,-0.037561673006483005,402.68145930000003,387.55607000000003,-15.125389299999995,0.014950000000000003,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 9984.8746107, ""peak_bankroll"": 10136.414, ""min_bankroll"": 9984.8746107}",6.625034912721857e-62,239.380583774336,59.845145943584,0.0,0.0,0.0,0.0,-0.2,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,True,92,0
