total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,7,2,3,0,1,1,0.2857142857142857,-0.16928796110952243,699.4,581.0,-118.39999999999998,0.025098658247829482,"{'initial_bankroll': 10000.0, 'ending_bankroll': 9881.6, 'peak_bankroll': 10136.0, 'min_bankroll': 9881.6}",0.2549435979768702,0.7074484286725536,['NON_HKJC'],Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
