total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,5,2,2,0,1,0,0.4,0.062,1000.0,1062.0,62.0,0.019817677368212445,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 10062.0, ""peak_bankroll"": 10262.0, ""min_bankroll"": 9892.0}",7.194099025225372e-27,514.2304826862006,102.84609653724013,0.0,0.0,0.0,0.0,-0.2,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
