provider_match_id,source_market,market_id,competition,competition_ch,kickoff_time_utc,home_team_name,home_team_name_ch,away_team_name,away_team_name_ch,handicap_open_line,handicap_close_line,handicap_line_movement,missing_handicap_line_flag,odds_home_open,odds_away_open,odds_home_close,odds_away_close,implied_prob_home_open,implied_prob_away_open,implied_prob_home_close,implied_prob_away_close,missing_odds_flag,target_handicap_side,home_form_points_last5,home_form_points_last10,away_form_points_last5,away_form_points_last10,home_recent_home_form_last5,away_recent_away_form_last5,home_goals_scored_last5,home_goals_conceded_last5,home_goal_diff_last5,away_goals_scored_last5,away_goals_conceded_last5,away_goal_diff_last5,rest_days_home,rest_days_away,rest_days_diff,recent5_rest_days_diff,recent5_hdc_cover_rate_home,recent10_hdc_cover_rate_home,recent5_hdc_cover_rate_away,recent10_hdc_cover_rate_away,recent5_goal_diff_mean_home,recent10_goal_diff_mean_home,recent5_goal_diff_mean_away,recent10_goal_diff_mean_away,recent5_xg_diff_mean_home,recent5_xg_diff_mean_away,recent10_xg_diff_mean_home,recent10_xg_diff_mean_away,recent_hdc_cover_ewm_alpha_0p3_home,recent_hdc_cover_ewm_alpha_0p3_away,recent5_hdc_cover_advantage,recent10_hdc_cover_advantage,h2h_last5_hdc_cover_rate,h2h_last10_hdc_cover_rate,h2h_home_last5_hdc_cover_rate,h2h_last5_hdc_cover_mean,h2h_last10_hdc_cover_mean,h2h_last5_goal_diff_mean,h2h_last5_xg_diff_mean,h2h_sample_size_last5,h2h_sample_size_last10,elo_home_pre,elo_away_pre,elo_diff_pre,history_home_matches_count,history_away_matches_count,missing_home_history_flag,missing_away_history_flag,missing_home_ft_goals_flag,missing_away_ft_goals_flag,hk_line,consensus_line,hk_line_minus_consensus_line,hk_implied_prob,hk_implied_prob_side,consensus_implied_prob,consensus_implied_prob_side,hk_minus_consensus_prob,hk_off_market_flag,hk_off_market_direction,hk_off_market_agree_with_model_flag,home_cover_probability,away_cover_probability,predicted_side,model_probability,confidence_score,model_name,model_approach,market_feature_variant,original_predicted_side,effective_predicted_side,flip_hkjc_side_enabled,implied_probability,edge,expected_roi
50065124_HDC_2,HKJC_LIKE,ah_ft,German Division 1,德國甲組聯賽,2026-04-04T13:30:00+00:00,Freiburg,弗賴堡,Bayern Munich,拜仁慕尼黑,1.75,1.75,0.0,0,1.69,2.11,1.69,2.11,0.5552631578947369,0.4447368421052632,0.5552631578947369,0.4447368421052632,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,1.75,,,0.5552631578947369,0.5552631578947369,,,,0,0.0,0,0.4303539788776143,0.5696460211223857,away,0.5696460211223857,0.13929204224477143,logistic_regression,direct_cover,market,away,away,False,0.4447368421052632,0.1249091790171225,0.2019531045682338
50065126_HDC_2,HKJC_LIKE,ah_ft,German Division 1,德國甲組聯賽,2026-04-04T13:30:00+00:00,Leverkusen,利華古遜,Wolfsburg,禾夫斯堡,-1.0,-1.0,0.0,0,1.74,2.0,1.74,2.0,0.5347593582887701,0.46524064171123,0.5347593582887701,0.46524064171123,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.0,,,0.5347593582887701,0.5347593582887701,,,,0,0.0,0,0.448407284524407,0.5515927154755931,away,0.5515927154755931,0.10318543095118615,logistic_regression,direct_cover,market,away,away,False,0.46524064171123,0.0863520737643631,0.10318543095118615
50065126_HDC_1,HKJC_LIKE,ah_ft,German Division 1,德國甲組聯賽,2026-04-04T13:30:00+00:00,Leverkusen,利華古遜,Wolfsburg,禾夫斯堡,-1.25,-1.25,0.0,0,2.0,1.74,2.0,1.74,0.46524064171123,0.5347593582887701,0.46524064171123,0.5347593582887701,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.25,,,0.46524064171123,0.46524064171123,,,,0,0.0,0,0.44469468701958165,0.5553053129804184,away,0.5553053129804184,0.11061062596083682,logistic_regression,direct_cover,market,away,away,False,0.5347593582887701,0.020545954691648327,-0.03376875541407198
50066276_HDC_1,HKJC_LIKE,ah_ft,UAE Pro League,阿聯酋職業聯賽,2026-04-04T13:50:00+00:00,Al Nasr SC,阿爾納沙,Al Wahda,阿爾華達,0.25,0.25,0.0,0,2.11,1.69,2.11,1.69,0.4447368421052632,0.5552631578947369,0.4447368421052632,0.5552631578947369,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,0.25,,,0.4447368421052632,0.4447368421052632,,,,0,0.0,0,0.4290442628128949,0.570955737187105,away,0.570955737187105,0.14191147437421003,logistic_regression,direct_cover,market,away,away,False,0.5552631578947369,0.015692579292368114,-0.03508480415379256
50066277_HDC_1,HKJC_LIKE,ah_ft,Finnish Division 1,芬蘭超級聯賽,2026-04-04T14:00:00+00:00,Ilves,伊斯韋斯,KuPS,古比斯,-0.25,-0.25,0.0,0,2.11,1.69,2.11,1.69,0.4447368421052632,0.5552631578947369,0.4447368421052632,0.5552631578947369,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-0.25,,,0.4447368421052632,0.4447368421052632,,,,0,0.0,0,0.431215174381723,0.568784825618277,away,0.568784825618277,0.13756965123655407,logistic_regression,direct_cover,market,away,away,False,0.5552631578947369,0.013521667723540132,-0.038753644705111834
50065000_HDC_1,HKJC_LIKE,ah_ft,Scottish Premier,蘇格蘭超級聯賽,2026-04-04T14:00:00+00:00,Rangers,格拉斯哥流浪,Dundee Utd,登地聯,-1.75,-1.75,0.0,0,2.02,1.79,2.02,1.79,0.46981627296587924,0.5301837270341206,0.46981627296587924,0.5301837270341206,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.75,,,0.46981627296587924,0.46981627296587924,,,,0,0.0,0,0.43827625919319324,0.5617237408068068,away,0.5617237408068068,0.12344748161361352,logistic_regression,direct_cover,market,away,away,False,0.5301837270341206,0.031540013772686115,0.005485496044184135
50065736_HDC_1,HKJC_LIKE,ah_ft,Belgian Division 1,比利時甲組聯賽,2026-04-04T14:00:00+00:00,Zulte Waregem,華雷根,Cercle Bruges,布魯日舒高,-0.25,-0.25,0.0,0,2.13,1.7,2.13,1.7,0.44386422976501305,0.556135770234987,0.44386422976501305,0.556135770234987,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-0.25,,,0.44386422976501305,0.44386422976501305,,,,0,0.0,0,0.4273151899519308,0.5726848100480693,away,0.5726848100480693,0.14536962009613852,logistic_regression,direct_cover,market,away,away,False,0.556135770234987,0.01654903981308231,-0.02643582291828228
50065105_HDC_1,HKJC_LIKE,ah_ft,Spanish Division 1,西班牙甲組聯賽,2026-04-04T14:15:00+00:00,Mallorca,馬略卡,Real Madrid,皇家馬德里,1.0,1.0,0.0,0,1.95,1.87,1.95,1.87,0.4895287958115184,0.5104712041884817,0.4895287958115184,0.5104712041884817,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,1.0,,,0.4895287958115184,0.4895287958115184,,,,0,0.0,0,0.4264220151916904,0.5735779848083096,away,0.5735779848083096,0.14715596961661914,logistic_regression,direct_cover,market,away,away,False,0.5104712041884817,0.06310678061982788,0.07259083159153895
50066132_HDC_2,HKJC_LIKE,ah_ft,Russian Premier,俄羅斯超級聯賽,2026-04-04T14:30:00+00:00,Dinamo Moscow,莫斯科戴拿模,FC Orenburg,FC奧倫堡,-1.25,-1.25,0.0,0,2.02,1.79,2.02,1.79,0.46981627296587924,0.5301837270341206,0.46981627296587924,0.5301837270341206,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.25,,,0.46981627296587924,0.46981627296587924,,,,0,0.0,0,0.43608789207741444,0.5639121079225855,away,0.5639121079225855,0.127824215845171,logistic_regression,direct_cover,market,away,away,False,0.5301837270341206,0.03372838088846486,0.009402673181428067
50065088_HDC_2,HKJC_LIKE,ah_ft,Dutch Division 1,荷蘭甲組聯賽,2026-04-04T14:30:00+00:00,PSV Eindhoven,燕豪芬,Utrecht,烏德勒支,-1.25,-1.25,0.0,0,1.96,1.84,1.96,1.84,0.4842105263157894,0.5157894736842105,0.4842105263157894,0.5157894736842105,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.25,,,0.4842105263157894,0.4842105263157894,,,,0,0.0,0,0.4383867298065418,0.5616132701934582,away,0.5616132701934582,0.12322654038691638,logistic_regression,direct_cover,market,away,away,False,0.5157894736842105,0.04582379650924773,0.033368417155963115
50065088_HDC_1,HKJC_LIKE,ah_ft,Dutch Division 1,荷蘭甲組聯賽,2026-04-04T14:30:00+00:00,PSV Eindhoven,燕豪芬,Utrecht,烏德勒支,-1.0,-1.0,0.0,0,1.72,2.11,1.72,2.11,0.5509138381201044,0.44908616187989553,0.5509138381201044,0.44908616187989553,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.0,,,0.5509138381201044,0.5509138381201044,,,,0,0.0,0,0.43840238628124156,0.5615976137187584,away,0.5615976137187584,0.12319522743751676,logistic_regression,direct_cover,market,away,away,False,0.44908616187989553,0.11251145183886285,0.18497096494658016
50065110_HDC_1,HKJC_LIKE,ah_ft,French Division 1,法國甲組聯賽,2026-04-04T15:00:00+00:00,Strasbourg,斯特拉斯堡,Nice,尼斯,-0.75,-0.75,0.0,0,2.12,1.74,2.12,1.74,0.45077720207253885,0.5492227979274612,0.45077720207253885,0.5492227979274612,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-0.75,,,0.45077720207253885,0.45077720207253885,,,,0,0.0,0,0.42617853744480505,0.573821462555195,away,0.573821462555195,0.1476429251103899,logistic_regression,direct_cover,market,away,away,False,0.5492227979274612,0.024598664627733746,-0.0015506551539608004
50066033_HDC_1,HKJC_LIKE,ah_ft,Qatar Stars League,卡塔爾超級聯賽,2026-04-04T15:30:00+00:00,Al Rayyan,艾雷恩,Al Sadd,艾薩德,0.25,0.25,0.0,0,1.89,1.87,1.89,1.87,0.49734042553191493,0.502659574468085,0.49734042553191493,0.502659574468085,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,0.25,,,0.49734042553191493,0.49734042553191493,,,,0,0.0,0,0.4378206863589785,0.5621793136410216,away,0.5621793136410216,0.12435862728204317,logistic_regression,direct_cover,market,away,away,False,0.502659574468085,0.059519739172936625,0.05127531650871042
50065231_HDC_2,HKJC_LIKE,ah_ft,Italian Division 1,意大利甲組聯賽,2026-04-04T16:00:00+00:00,Verona,維羅納,Fiorentina,費倫天拿,0.25,0.25,0.0,0,2.14,1.72,2.14,1.72,0.4455958549222798,0.5544041450777203,0.4455958549222798,0.5544041450777203,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,0.25,,,0.4455958549222798,0.4455958549222798,,,,0,0.0,0,0.42144713518291516,0.5785528648170848,away,0.5785528648170848,0.15710572963416958,logistic_regression,direct_cover,market,away,away,False,0.5544041450777203,0.0241487197393645,-0.004889072514614179
50065231_HDC_1,HKJC_LIKE,ah_ft,Italian Division 1,意大利甲組聯賽,2026-04-04T16:00:00+00:00,Verona,維羅納,Fiorentina,費倫天拿,0.75,0.75,0.0,0,1.64,2.28,1.64,2.28,0.5816326530612244,0.4183673469387755,0.5816326530612244,0.4183673469387755,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,0.75,,,0.5816326530612244,0.5816326530612244,,,,0,0.0,0,0.42212146448046767,0.5778785355195324,away,0.5778785355195324,0.15575707103906478,logistic_regression,direct_cover,market,away,away,False,0.4183673469387755,0.1595111885807569,0.3175630609845337
50066279_HDC_1,HKJC_LIKE,ah_ft,Saudi Pro League,沙特職業聯賽,2026-04-04T16:15:00+00:00,Al Ahli Jeddah,吉達艾阿里,Damac FC,達馬克FC,-1.75,-1.75,0.0,0,1.84,1.92,1.84,1.92,0.5106382978723405,0.48936170212765967,0.5106382978723405,0.48936170212765967,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.75,,,0.5106382978723405,0.5106382978723405,,,,0,0.0,0,0.44749675719607346,0.5525032428039265,away,0.5525032428039265,0.10500648560785297,logistic_regression,direct_cover,market,away,away,False,0.48936170212765967,0.06314154067626682,0.060806226183538814
50064778_HDC_3,HKJC_LIKE,ah_ft,FA Cup,英格蘭足總盃,2026-04-04T16:15:00+00:00,Chelsea,車路士,Port Vale,維爾港,-2.75,-2.75,0.0,0,1.79,2.02,1.79,2.02,0.5301837270341206,0.46981627296587924,0.5301837270341206,0.46981627296587924,0,home,13.0,21.0,0.0,0.0,13.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,3.8438,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1555.2545696631928,1500.0,55.2545696631928,37.0,0.0,0,1,1,1,-2.75,,,0.5301837270341206,0.5301837270341206,,,,0,0.0,0,0.5545189398149648,0.4454810601850352,home,0.5545189398149648,0.10903787962992961,logistic_regression,direct_cover,market,home,home,False,0.5301837270341206,0.024335212780844162,-0.007411097731212957
50064778_HDC_1,HKJC_LIKE,ah_ft,FA Cup,英格蘭足總盃,2026-04-04T16:15:00+00:00,Chelsea,車路士,Port Vale,維爾港,-3.0,-3.0,0.0,0,1.95,1.85,1.95,1.85,0.48684210526315796,0.513157894736842,0.48684210526315796,0.513157894736842,0,home,13.0,21.0,0.0,0.0,13.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,3.8438,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1555.2545696631928,1500.0,55.2545696631928,37.0,0.0,0,1,1,1,-3.0,,,0.48684210526315796,0.48684210526315796,,,,0,0.0,0,0.5535136056534805,0.4464863943465195,home,0.5535136056534805,0.10702721130696102,logistic_regression,direct_cover,market,home,home,False,0.48684210526315796,0.06667150039032255,0.07935153102428694
50064778_HDC_2,HKJC_LIKE,ah_ft,FA Cup,英格蘭足總盃,2026-04-04T16:15:00+00:00,Chelsea,車路士,Port Vale,維爾港,-3.25,-3.25,0.0,0,2.2,1.66,2.2,1.66,0.43005181347150256,0.5699481865284974,0.43005181347150256,0.5699481865284974,0,home,13.0,21.0,0.0,0.0,13.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,3.8438,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1555.2545696631928,1500.0,55.2545696631928,37.0,0.0,0,1,1,1,-3.25,,,0.43005181347150256,0.43005181347150256,,,,0,0.0,0,0.5429860145066135,0.45701398549338645,home,0.5429860145066135,0.08597202901322709,logistic_regression,direct_cover,market,home,home,False,0.43005181347150256,0.11293420103511098,0.1945692319145499
50066297_HDC_1,HKJC_LIKE,ah_ft,Spanish Division 1,西班牙甲組聯賽,2026-04-04T16:30:00+00:00,Betis,貝迪斯,Espanyol,愛斯賓奴,-0.75,-0.75,0.0,0,1.93,1.89,1.93,1.89,0.4947643979057591,0.5052356020942408,0.4947643979057591,0.5052356020942408,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-0.75,,,0.4947643979057591,0.4947643979057591,,,,0,0.0,0,0.4344385936471294,0.5655614063528707,away,0.5655614063528707,0.13112281270574133,logistic_regression,direct_cover,market,away,away,False,0.5052356020942408,0.06032580425862988,0.06891105800692554
50065122_HDC_1,HKJC_LIKE,ah_ft,German Division 1,德國甲組聯賽,2026-04-04T16:30:00+00:00,Stuttgart,史特加,Dortmund,多蒙特,-0.25,-0.25,0.0,0,1.93,1.89,1.93,1.89,0.4947643979057591,0.5052356020942408,0.4947643979057591,0.5052356020942408,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-0.25,,,0.4947643979057591,0.4947643979057591,,,,0,0.0,0,0.4322507107290687,0.5677492892709313,away,0.5677492892709313,0.13549857854186254,logistic_regression,direct_cover,market,away,away,False,0.5052356020942408,0.06251368717669048,0.07304615672206005
50066053_HDC_1,HKJC_LIKE,ah_ft,UAE Pro League,阿聯酋職業聯賽,2026-04-04T16:30:00+00:00,Shabab Al Ahli,沙比阿爾阿里,Al Jazira,艾查捷拉,-0.75,-0.75,0.0,0,1.89,1.87,1.89,1.87,0.49734042553191493,0.502659574468085,0.49734042553191493,0.502659574468085,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-0.75,,,0.49734042553191493,0.49734042553191493,,,,0,0.0,0,0.4421873223594775,0.5578126776405226,away,0.5578126776405226,0.11562535528104512,logistic_regression,direct_cover,market,away,away,False,0.502659574468085,0.0551531031724376,0.043109707187777235
50066246_HDC_1,HKJC_LIKE,ah_ft,Russian Premier,俄羅斯超級聯賽,2026-04-04T16:45:00+00:00,Akhmat Grozny,艾卡馬特,FK Krasnodar,卡斯洛達,0.75,0.75,0.0,0,1.71,2.12,1.71,2.12,0.5535248041775457,0.4464751958224543,0.5535248041775457,0.4464751958224543,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,0.75,,,0.5535248041775457,0.5535248041775457,,,,0,0.0,0,0.4309077459148735,0.5690922540851264,away,0.5690922540851264,0.13818450817025285,logistic_regression,direct_cover,market,away,away,False,0.4464751958224543,0.12261705826267211,0.20647557866046806
50065092_HDC_1,HKJC_LIKE,ah_ft,Dutch Division 1,荷蘭甲組聯賽,2026-04-04T16:45:00+00:00,AZ Alkmaar,阿爾克馬爾,Fortuna Sittard,幸運薛達,-1.25,-1.25,0.0,0,1.68,2.17,1.68,2.17,0.5636363636363637,0.4363636363636364,0.5636363636363637,0.4363636363636364,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-1.25,,,0.5636363636363637,0.5636363636363637,,,,0,0.0,0,0.43800437789879965,0.5619956221012004,away,0.5619956221012004,0.12399124420240071,logistic_regression,direct_cover,market,away,away,False,0.4363636363636364,0.12563198573756396,0.21953049995960472
50065108_HDC_2,HKJC_LIKE,ah_ft,French Division 1,法國甲組聯賽,2026-04-04T17:00:00+00:00,Brest,比斯特,Rennes,雷恩,0.25,0.25,0.0,0,1.76,2.08,1.76,2.08,0.5416666666666667,0.4583333333333333,0.5416666666666667,0.4583333333333333,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,0.25,,,0.5416666666666667,0.5416666666666667,,,,0,0.0,0,0.4309982983922067,0.5690017016077933,away,0.5690017016077933,0.13800340321558657,logistic_regression,direct_cover,market,away,away,False,0.4583333333333333,0.11066836827445997,0.18352353934421006
50065770_HDC_1,HKJC_LIKE,ah_ft,Portuguese Premier,葡萄牙超級聯賽,2026-04-04T17:00:00+00:00,Moreirense,摩里倫斯,Braga,布拉加,1.0,1.0,0.0,0,1.89,1.91,1.89,1.91,0.5026315789473684,0.4973684210526315,0.5026315789473684,0.4973684210526315,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,1.0,,,0.5026315789473684,0.5026315789473684,,,,0,0.0,0,0.42987402355954035,0.5701259764404596,away,0.5701259764404596,0.14025195288091918,logistic_regression,direct_cover,market,away,away,False,0.4973684210526315,0.07275755538782808,0.08894061500127781
50066280_HDC_1,HKJC_LIKE,ah_ft,Qatar Stars League,卡塔爾超級聯賽,2026-04-04T17:30:00+00:00,Al Duhail,艾杜哈尼,Al Gharafa,艾加拉法,-0.75,-0.75,0.0,0,1.86,1.9,1.86,1.9,0.5053191489361702,0.49468085106382986,0.5053191489361702,0.49468085106382986,0,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,0.0,0.0,1,1,1,1,-0.75,,,0.5053191489361702,0.5053191489361702,,,,0,0.0,0,0.4427452780941639,0.5572547219058361,away,0.5572547219058361,0.11450944381167227,logistic_regression,direct_cover,market,away,away,False,0.49468085106382986,0.06257387084200627,0.058783971621088615
