total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,clv_observations,clv_observation_rate,clv_data_warning,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses,flip_hkjc_side_enabled
368,7,2,3,0,1,1,0.2857142857142857,-0.17224743961389882,697.9674547917,577.74434777,-120.2231070217,0.016546198190493765,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 9879.7768929783, ""peak_bankroll"": 10046.0, ""min_bankroll"": 9879.7768929783}",9.64228762459243e-57,386.4240115442177,55.20343022060253,0.0,0.0,0.0,0.0,-0.2,7,1.0,CLV weak signal: entry and closing prices are effectively identical across observed bets. Verify HKJC historical open/close capture pipeline.,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,True,92,0,False
