total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,clv_observations,clv_observation_rate,clv_data_warning,brier_score,log_loss,source_markets,data_source_warning,sample_warning,prediction_cache_enabled,prediction_cache_hits,prediction_cache_misses,flip_hkjc_side_enabled
368,5,2,2,0,1,0,0.4,0.053954462859564005,1006.1964246944,1060.48521232,54.288787625600094,0.020000000000000132,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 10054.288787625599, ""peak_bankroll"": 10259.47835472, ""min_bankroll"": 9890.16}",1.0422504488772113e-26,517.2053721452697,103.44107442905394,0.0,0.0,0.0,0.0,-0.2,5,1.0,CLV weak signal: entry and closing prices are effectively identical across observed bets. Verify HKJC historical open/close capture pipeline.,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,,True,92,0,False
