total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,4,1,1,0,1,1,0.25,-0.035,400.0,386.0,-14.0,0.014798737174427782,"{'initial_bankroll': 10000.0, 'ending_bankroll': 9986.0, 'peak_bankroll': 10136.0, 'min_bankroll': 9986.0}",6.907829250360411e-78,271.19148959445397,67.79787239861349,0.0,0.2549435979768702,0.7074484286725536,['NON_HKJC'],Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
